brand_name,property,city,room_type,available_contracts,run_time,instalment_id,name,academic_year,price,available,start_date,end_date,contract_length,weeks_remaining,base_hub_url,updated_at,pricing_updated_at
Prestige Student Living,Clifford House,Exeter,Premium Ensuite,1,2026-07-01T19:18:30Z,4491,Clifford House - Premium Ensuite - 26/27 - 12/09 - 51wk 2026,2026 / 2027,205,true,2026-09-12,2027-09-04,51,51,https://prestige.hfs.bookings.basepms.com/?city=Exeter&property=Clifford+House&roomType=Premium+Ensuite&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:25.000000Z,
Prestige Student Living,Clifford House,Exeter,Premium Plus Studio,2,2026-07-01T19:18:30Z,7263,Clifford House - Premium Plus studio - 26/27 - 12/09 - 45wk 2026,2026 / 2027,320,true,2026-09-12,2027-07-24,45,45,https://prestige.hfs.bookings.basepms.com/?city=Exeter&property=Clifford+House&roomType=Premium+Plus+Studio&tenancyLength=45+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:28.000000Z,
Prestige Student Living,Clifford House,Exeter,Premium Plus Studio,2,2026-07-01T19:18:30Z,4496,Clifford House - Premium Plus Studio - 26/27 - 12/09 - 51wk 2026,2026 / 2027,286,true,2026-09-12,2027-09-04,51,51,https://prestige.hfs.bookings.basepms.com/?city=Exeter&property=Clifford+House&roomType=Premium+Plus+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:25.000000Z,
Prestige Student Living,Clifford House,Exeter,Premium Studio,2,2026-07-01T19:18:30Z,7262,Clifford House - Premium Studio - 26/27 - 12/09 - 45wk 2026,2026 / 2027,315,true,2026-09-12,2027-07-24,45,45,https://prestige.hfs.bookings.basepms.com/?city=Exeter&property=Clifford+House&roomType=Premium+Studio&tenancyLength=45+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:28.000000Z,
Prestige Student Living,Clifford House,Exeter,Premium Studio,2,2026-07-01T19:18:30Z,4493,Clifford House - Premium Studio - 26/27 - 12/09 - 51wk 2026,2026 / 2027,276,true,2026-09-12,2027-09-04,51,51,https://prestige.hfs.bookings.basepms.com/?city=Exeter&property=Clifford+House&roomType=Premium+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:25.000000Z,
Prestige Student Living,Clifford House,Exeter,Standard Studio,1,2026-07-01T19:18:30Z,4497,Clifford House - Standard Studio - 26/27 - 12/09 - 51wk 2026,2026 / 2027,260,true,2026-09-12,2027-09-04,51,51,https://prestige.hfs.bookings.basepms.com/?city=Exeter&property=Clifford+House&roomType=Standard+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:25.000000Z,
Prestige Student Living,Clifford House,Exeter,Top Floor Premium Plus Studio,1,2026-07-01T19:18:30Z,4498,Clifford House - Top Floor Premium Plus Studio - 26/27 - 12/09 - 51wk 2026,2026 / 2027,285,true,2026-09-12,2027-09-04,51,51,https://prestige.hfs.bookings.basepms.com/?city=Exeter&property=Clifford+House&roomType=Top+Floor+Premium+Plus+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:25.000000Z,
Prestige Student Living,Clyde Court,Glasgow,Classic Plus Studio,7,2026-07-01T19:18:30Z,4598,Clyde Court - Classic Plus Studio - 25/26 - 28/02 - 13wk 2026,2025 / 2026,210,true,2026-02-28,2026-05-30,13,0,https://prestige.hfs.bookings.basepms.com/?city=Glasgow&property=Clyde+Court&roomType=Classic+Plus+Studio&tenancyLength=13+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:16.000000Z,
Prestige Student Living,Clyde Court,Glasgow,Classic Plus Studio,7,2026-07-01T19:18:30Z,4599,Clyde Court - Classic Plus Studio - 25/26 - 28/02 - 18wk 2026,2025 / 2026,210,true,2026-02-28,2026-07-04,18,0,https://prestige.hfs.bookings.basepms.com/?city=Glasgow&property=Clyde+Court&roomType=Classic+Plus+Studio&tenancyLength=18+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:16.000000Z,
Prestige Student Living,Clyde Court,Glasgow,Classic Plus Studio,7,2026-07-01T19:18:30Z,4600,Clyde Court - Classic Plus Studio - 25/26 - 28/02 - 26wk 2026,2025 / 2026,210,true,2026-02-28,2026-08-29,26,8,https://prestige.hfs.bookings.basepms.com/?city=Glasgow&property=Clyde+Court&roomType=Classic+Plus+Studio&tenancyLength=26+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:16.000000Z,
Prestige Student Living,Clyde Court,Glasgow,Classic Plus Studio,7,2026-07-01T19:18:30Z,9668,Clyde Court - Classic Plus Studio v1 - 26/27 - 29/08 - 51wk 2026,2026 / 2027,225,true,2026-08-29,2027-08-21,51,51,https://prestige.hfs.bookings.basepms.com/?city=Glasgow&property=Clyde+Court&roomType=Classic+Plus+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-30T08:34:28.000000Z,
Prestige Student Living,Clyde Court,Glasgow,Classic Plus Studio,7,2026-07-01T19:18:30Z,4601,Clyde Court - Classic Plus Studio - 26/27 - 05/09 - 44wk 2026,2026 / 2027,235,true,2026-09-05,2027-07-10,44,44,https://prestige.hfs.bookings.basepms.com/?city=Glasgow&property=Clyde+Court&roomType=Classic+Plus+Studio&tenancyLength=44+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:25.000000Z,
Prestige Student Living,Clyde Court,Glasgow,Classic Plus Studio,7,2026-07-01T19:18:30Z,9669,Clyde Court - Classic Studio SEM2 v1 - 26/27 - 09/01 - 27wk 2027,2026 / 2027,205,true,2027-01-09,2027-07-17,27,27,https://prestige.hfs.bookings.basepms.com/?city=Glasgow&property=Clyde+Court&roomType=Classic+Plus+Studio&tenancyLength=27+weeks&academicYear=2026+%2F+2027,2026-06-30T08:36:34.000000Z,
Prestige Student Living,Clyde Court,Glasgow,Classic Plus Studio,7,2026-07-01T19:18:30Z,8732,Clyde Court - Classic Plus Studio - 26/27 - 05/09 - 17wk 2026,2026 / 2027,205,true,2026-09-05,2027-01-02,17,17,https://prestige.hfs.bookings.basepms.com/?city=Glasgow&property=Clyde+Court&roomType=Classic+Plus+Studio&tenancyLength=17+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:31.000000Z,
Prestige Student Living,Clyde Court,Glasgow,Classic Studio,7,2026-07-01T19:18:30Z,4596,Clyde Court - Classic Studio - 26/27 - 05/09 - 44wk 2026,2026 / 2027,209,true,2026-09-05,2027-07-10,44,44,https://prestige.hfs.bookings.basepms.com/?city=Glasgow&property=Clyde+Court&roomType=Classic+Studio&tenancyLength=44+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:26.000000Z,
Prestige Student Living,Clyde Court,Glasgow,Classic Studio,7,2026-07-01T19:18:30Z,4597,Clyde Court - Classic Studio - 26/27 - 05/09 - 51wk 2026,2026 / 2027,199,true,2026-09-05,2027-08-28,51,51,https://prestige.hfs.bookings.basepms.com/?city=Glasgow&property=Clyde+Court&roomType=Classic+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:26.000000Z,
Prestige Student Living,Clyde Court,Glasgow,Classic Studio,7,2026-07-01T19:18:30Z,4593,Clyde Court - Classic Studio - 25/26 - 28/02 - 13wk 2026,2025 / 2026,199,true,2026-02-28,2026-05-30,13,0,https://prestige.hfs.bookings.basepms.com/?city=Glasgow&property=Clyde+Court&roomType=Classic+Studio&tenancyLength=13+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:16.000000Z,
Prestige Student Living,Clyde Court,Glasgow,Classic Studio,7,2026-07-01T19:18:30Z,4594,Clyde Court - Classic Studio - 25/26 - 28/02 - 18wk 2026,2025 / 2026,199,true,2026-02-28,2026-07-04,18,0,https://prestige.hfs.bookings.basepms.com/?city=Glasgow&property=Clyde+Court&roomType=Classic+Studio&tenancyLength=18+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:16.000000Z,
Prestige Student Living,Clyde Court,Glasgow,Classic Studio,7,2026-07-01T19:18:30Z,4595,Clyde Court - Classic Studio - 25/26 - 28/02 - 26wk 2026,2025 / 2026,199,true,2026-02-28,2026-08-29,26,8,https://prestige.hfs.bookings.basepms.com/?city=Glasgow&property=Clyde+Court&roomType=Classic+Studio&tenancyLength=26+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:16.000000Z,
Prestige Student Living,Clyde Court,Glasgow,Classic Studio,7,2026-07-01T19:18:30Z,9045,Clyde Court - Classic Studio SEM2 - 26/27 - 09/01 - 27wk 2027,2026 / 2027,199,true,2027-01-09,2027-07-17,27,27,https://prestige.hfs.bookings.basepms.com/?city=Glasgow&property=Clyde+Court&roomType=Classic+Studio&tenancyLength=27+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:32.000000Z,
Prestige Student Living,Clyde Court,Glasgow,Classic Studio,7,2026-07-01T19:18:30Z,8730,Clyde Court - Classic Studio - 26/27 - 05/09 - 17wk 2026,2026 / 2027,0,true,2026-09-05,2027-01-02,17,17,https://prestige.hfs.bookings.basepms.com/?city=Glasgow&property=Clyde+Court&roomType=Classic+Studio&tenancyLength=17+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:31.000000Z,
Prestige Student Living,Clyde Court,Glasgow,Premium Plus Studio,1,2026-07-01T19:18:30Z,4603,Clyde Court - Premium Plus Studio - 26/27 - 05/09 - 51wk 2026,2026 / 2027,295,true,2026-09-05,2027-08-28,51,51,https://prestige.hfs.bookings.basepms.com/?city=Glasgow&property=Clyde+Court&roomType=Premium+Plus+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:25.000000Z,
Prestige Student Living,Clyde Court,Glasgow,Premium Studio,2,2026-07-01T19:18:30Z,4591,Clyde Court - Premium Studio - 26/27 - 05/09 - 44wk 2026,2026 / 2027,280,true,2026-09-05,2027-07-10,44,44,https://prestige.hfs.bookings.basepms.com/?city=Glasgow&property=Clyde+Court&roomType=Premium+Studio&tenancyLength=44+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:25.000000Z,
Prestige Student Living,Clyde Court,Glasgow,Premium Studio,2,2026-07-01T19:18:30Z,4592,Clyde Court - Premium Studio - 26/27 - 05/09 - 51wk 2026,2026 / 2027,270,true,2026-09-05,2027-08-28,51,51,https://prestige.hfs.bookings.basepms.com/?city=Glasgow&property=Clyde+Court&roomType=Premium+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:25.000000Z,
Prestige Student Living,Clyde Court,Glasgow,Standard Studio Plus with Single bed,1,2026-07-01T19:18:30Z,4604,Clyde Court - Standard Studio Plus with Single bed - 26/27 - 05/09 - 51wk 2026,2026 / 2027,199,true,2026-09-05,2027-08-28,51,51,https://prestige.hfs.bookings.basepms.com/?city=Glasgow&property=Clyde+Court&roomType=Standard+Studio+Plus+with+Single+bed&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:26.000000Z,
Prestige Student Living,Clyde Court,Glasgow,Superior Studio,1,2026-07-01T19:18:30Z,4605,Clyde Court - Superior Studio - 26/27 - 05/09 - 51wk 2026,2026 / 2027,330,true,2026-09-05,2027-08-28,51,51,https://prestige.hfs.bookings.basepms.com/?city=Glasgow&property=Clyde+Court&roomType=Superior+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:25.000000Z,
Homes for Students,College Court,Stoke-on-Trent,Classic Ensuite,3,2026-07-01T19:18:30Z,4631,College Court - Classic Ensuite - 26/27 - 05/09 - 43wk 2026,2026 / 2027,139,true,2026-09-05,2027-07-03,43,43,https://hfs.bookings.basepms.com/?city=Stoke-on-Trent&property=College+Court&roomType=Classic+Ensuite&tenancyLength=43+weeks&academicYear=2026+%2F+2027,2026-03-01T17:36:07.000000Z,
Homes for Students,College Court,Stoke-on-Trent,Classic Ensuite,3,2026-07-01T19:18:30Z,4633,College Court - Classic Ensuite - 26/27 - 05/09 - 39wk 2026,2026 / 2027,155,true,2026-09-05,2027-06-05,39,39,https://hfs.bookings.basepms.com/?city=Stoke-on-Trent&property=College+Court&roomType=Classic+Ensuite&tenancyLength=39+weeks&academicYear=2026+%2F+2027,2026-03-01T17:36:07.000000Z,
Homes for Students,College Court,Stoke-on-Trent,Classic Ensuite,3,2026-07-01T19:18:30Z,4635,College Court - Classic Ensuite - 26/27 - 05/09 - 51wk 2026,2026 / 2027,135,true,2026-09-05,2027-08-28,51,51,https://hfs.bookings.basepms.com/?city=Stoke-on-Trent&property=College+Court&roomType=Classic+Ensuite&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-03-01T17:36:07.000000Z,
Homes for Students,College Court,Stoke-on-Trent,Premium Ensuite,3,2026-07-01T19:18:30Z,4628,College Court - Premium Ensuite - 26/27 - 05/09 - 43wk 2026,2026 / 2027,145,true,2026-09-05,2027-07-03,43,43,https://hfs.bookings.basepms.com/?city=Stoke-on-Trent&property=College+Court&roomType=Premium+Ensuite&tenancyLength=43+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:23.000000Z,
Homes for Students,College Court,Stoke-on-Trent,Premium Ensuite,3,2026-07-01T19:18:30Z,4629,College Court - Premium Ensuite - 26/27 - 05/09 - 39wk 2026,2026 / 2027,0,true,2026-09-05,2027-06-05,39,39,https://hfs.bookings.basepms.com/?city=Stoke-on-Trent&property=College+Court&roomType=Premium+Ensuite&tenancyLength=39+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:23.000000Z,
Homes for Students,College Court,Stoke-on-Trent,Premium Ensuite,3,2026-07-01T19:18:30Z,4630,College Court - Premium Ensuite - 26/27 - 05/09 - 51wk 2026,2026 / 2027,0,true,2026-09-05,2027-08-28,51,51,https://hfs.bookings.basepms.com/?city=Stoke-on-Trent&property=College+Court&roomType=Premium+Ensuite&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:23.000000Z,
Prestige Student Living,Compass,Birmingham,Bronze Plus Studio,2,2026-07-01T19:18:30Z,4773,Compass - Bronze Studio Plus - 26/27 - 05/09 - 51wk 2026,2026 / 2027,219,true,2026-09-05,2027-08-28,51,51,https://prestige.hfs.bookings.basepms.com/?city=Birmingham&property=Compass&roomType=Bronze+Plus+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:25.000000Z,
Prestige Student Living,Compass,Birmingham,Bronze Plus Studio,2,2026-07-01T19:18:30Z,4774,Compass - Bronze Studio Plus - 26/27 - 05/09 - 44wk 2026,2026 / 2027,229,true,2026-09-05,2027-07-10,44,44,https://prestige.hfs.bookings.basepms.com/?city=Birmingham&property=Compass&roomType=Bronze+Plus+Studio&tenancyLength=44+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:25.000000Z,
Prestige Student Living,Compass,Birmingham,Bronze Studio,4,2026-07-01T19:18:30Z,4762,Compass - Bronze Studio - 26/27 - 05/09 - 44wk 2026,2026 / 2027,215,true,2026-09-05,2027-07-10,44,44,https://prestige.hfs.bookings.basepms.com/?city=Birmingham&property=Compass&roomType=Bronze+Studio&tenancyLength=44+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:25.000000Z,
Prestige Student Living,Compass,Birmingham,Bronze Studio,4,2026-07-01T19:18:30Z,4763,Compass - Bronze Studio - 26/27 - 05/09 - 51wk 2026,2026 / 2027,199,true,2026-09-05,2027-08-28,51,51,https://prestige.hfs.bookings.basepms.com/?city=Birmingham&property=Compass&roomType=Bronze+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:25.000000Z,
Prestige Student Living,Compass,Birmingham,Bronze Studio,4,2026-07-01T19:18:30Z,8094,Compass - Bronze Studio - 26/27 - 05/09 - 39wk 2026,2026 / 2027,225,true,2026-09-05,2027-06-05,39,39,https://prestige.hfs.bookings.basepms.com/?city=Birmingham&property=Compass&roomType=Bronze+Studio&tenancyLength=39+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:30.000000Z,
Prestige Student Living,Compass,Birmingham,Bronze Studio,4,2026-07-01T19:18:30Z,8778,Compass - Bronze Studio - 26/27 - 05/09 - 17wk 2026,2026 / 2027,220,true,2026-09-05,2027-01-02,17,17,https://prestige.hfs.bookings.basepms.com/?city=Birmingham&property=Compass&roomType=Bronze+Studio&tenancyLength=17+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:31.000000Z,
Prestige Student Living,Compass,Birmingham,Bronze Studio – High Floor,2,2026-07-01T19:18:30Z,4771,Compass - Bronze Studio - High Floor - 25/26 - 28/02 - 24wk 2026,2025 / 2026,235,true,2026-02-28,2026-08-15,24,6,https://prestige.hfs.bookings.basepms.com/?city=Birmingham&property=Compass&roomType=Bronze+Studio+-+High+Floor&tenancyLength=24+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:20.000000Z,
Prestige Student Living,Compass,Birmingham,Bronze Studio – High Floor,2,2026-07-01T19:18:30Z,7448,Compass - Bronze Studio - High Floor - 25/26 - 06/09 - 51wk 2025,2025 / 2026,0,true,2025-09-06,2026-08-29,51,8,https://prestige.hfs.bookings.basepms.com/?city=Birmingham&property=Compass&roomType=Bronze+Studio+-+High+Floor&tenancyLength=51+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:28.000000Z,
Prestige Student Living,Compass,Birmingham,Bronze Studio – Low Floor,1,2026-07-01T19:18:30Z,6985,Compass - Bronze Studio Low Floor - 25/26 - 13/09 - 51wk 2025,2025 / 2026,0,true,2025-09-13,2026-09-05,51,9,https://prestige.hfs.bookings.basepms.com/?city=Birmingham&property=Compass&roomType=Bronze+Studio+-+Low+Floor&tenancyLength=51+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:29.000000Z,
Prestige Student Living,Compass,Birmingham,Bronze Studio – Mid Floor,1,2026-07-01T19:18:30Z,4761,Compass - Bronze Studio - Mid Floor - 25/26 - 28/02 - 24wk 2026,2025 / 2026,230,true,2026-02-28,2026-08-15,24,6,https://prestige.hfs.bookings.basepms.com/?city=Birmingham&property=Compass&roomType=Bronze+Studio+-+Mid+Floor&tenancyLength=24+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:20.000000Z,
Prestige Student Living,Compass,Birmingham,Gold Studio,1,2026-07-01T19:18:30Z,4767,Compass - Gold Studio - 26/27 - 05/09 - 51wk 2026,2026 / 2027,14,true,2026-09-05,2027-08-28,51,51,https://prestige.hfs.bookings.basepms.com/?city=Birmingham&property=Compass&roomType=Gold+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:25.000000Z,
Prestige Student Living,Compass,Birmingham,Gold Studio Plus,1,2026-07-01T19:18:30Z,4776,Compass - Gold Studio Plus - 26/27 - 05/09 - 51wk 2026,2026 / 2027,239,true,2026-09-05,2027-08-28,51,51,https://prestige.hfs.bookings.basepms.com/?city=Birmingham&property=Compass&roomType=Gold+Studio+Plus&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:25.000000Z,
Prestige Student Living,Compass,Birmingham,Ground Floor Bronze Studio,1,2026-07-01T19:18:30Z,4760,Compass - Ground Floor Bronze Studio - 26/27 - 05/09 - 51wk 2026,2026 / 2027,205,true,2026-09-05,2027-08-28,51,51,https://prestige.hfs.bookings.basepms.com/?city=Birmingham&property=Compass&roomType=Ground+Floor+Bronze+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:24.000000Z,
Prestige Student Living,Compass,Birmingham,Ground Floor Silver Studio,1,2026-07-01T19:18:30Z,4766,Compass - Ground Floor Silver Studio - 26/27 - 05/09 - 51wk 2026,2026 / 2027,209,true,2026-09-05,2027-08-28,51,51,https://prestige.hfs.bookings.basepms.com/?city=Birmingham&property=Compass&roomType=Ground+Floor+Silver+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:25.000000Z,
Prestige Student Living,Compass,Birmingham,Silver Studio,1,2026-07-01T19:18:30Z,4765,Compass - Silver Studio - 26/27 - 05/09 - 51wk 2026,2026 / 2027,225,true,2026-09-05,2027-08-28,51,51,https://prestige.hfs.bookings.basepms.com/?city=Birmingham&property=Compass&roomType=Silver+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:25.000000Z,
Prestige Student Living,Compass,Birmingham,Silver Studio Plus,1,2026-07-01T19:18:30Z,4778,Compass - Silver Studio Plus - 26/27 - 05/09 - 51wk 2026,2026 / 2027,229,true,2026-09-05,2027-08-28,51,51,https://prestige.hfs.bookings.basepms.com/?city=Birmingham&property=Compass&roomType=Silver+Studio+Plus&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:25.000000Z,
Prestige Student Living,Compass,Birmingham,Silver Studio – High Floor,1,2026-07-01T19:18:30Z,4777,Compass - Silver Studio - High Floor - 25/26 - 28/02 - 24wk 2026,2025 / 2026,245,true,2026-02-28,2026-08-15,24,6,https://prestige.hfs.bookings.basepms.com/?city=Birmingham&property=Compass&roomType=Silver+Studio+-+High+Floor&tenancyLength=24+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:20.000000Z,
Prestige Student Living,Compass,Birmingham,Silver Studio – Mid Floor,1,2026-07-01T19:18:30Z,4764,Compass - Silver Studio - Mid Floor - 25/26 - 28/02 - 24wk 2026,2025 / 2026,245,true,2026-02-28,2026-08-15,24,6,https://prestige.hfs.bookings.basepms.com/?city=Birmingham&property=Compass&roomType=Silver+Studio+-+Mid+Floor&tenancyLength=24+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:20.000000Z,
Prestige Student Living,Cosmos,Sheffield,10 Bed Ensuite,1,2026-07-01T19:18:30Z,7233,Cosmos - 10 Bed Ensuite V1 - 26/27 - 05/09 - 51wk 2026,2026 / 2027,98,true,2026-09-05,2027-08-28,51,51,https://prestige.hfs.bookings.basepms.com/?city=Sheffield&property=Cosmos&roomType=10+Bed+Ensuite&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:30.000000Z,
Prestige Student Living,Cosmos,Sheffield,4 Bed Ensuite,2,2026-07-01T19:18:30Z,7239,Cosmos - 4 Bed Ensuite V1 - 26/27 - 05/09 - 51wk 2026,2026 / 2027,140,true,2026-09-05,2027-08-28,51,51,https://prestige.hfs.bookings.basepms.com/?city=Sheffield&property=Cosmos&roomType=4+Bed+Ensuite&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:30.000000Z,
Prestige Student Living,Cosmos,Sheffield,4 Bed Ensuite,2,2026-07-01T19:18:30Z,7240,Cosmos - 4 Bed Ensuite V1 - 26/27 - 05/09 - 44wk 2026,2026 / 2027,145,true,2026-09-05,2027-07-10,44,44,https://prestige.hfs.bookings.basepms.com/?city=Sheffield&property=Cosmos&roomType=4+Bed+Ensuite&tenancyLength=44+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:30.000000Z,
Prestige Student Living,Cosmos,Sheffield,6 Bed Ensuite,2,2026-07-01T19:18:30Z,7238,Cosmos - 6 Bed Ensuite V1 - 26/27 - 05/09 - 51wk 2026,2026 / 2027,125,true,2026-09-05,2027-08-28,51,51,https://prestige.hfs.bookings.basepms.com/?city=Sheffield&property=Cosmos&roomType=6+Bed+Ensuite&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:30.000000Z,
Prestige Student Living,Cosmos,Sheffield,6 Bed Ensuite,2,2026-07-01T19:18:30Z,7670,Cosmos - 6 Bed Ensuite V1 - 26/27 - 05/09 - 44wk 2026,2026 / 2027,130,true,2026-09-05,2027-07-10,44,44,https://prestige.hfs.bookings.basepms.com/?city=Sheffield&property=Cosmos&roomType=6+Bed+Ensuite&tenancyLength=44+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:29.000000Z,
Prestige Student Living,Cosmos,Sheffield,7 Bed Ensuite,2,2026-07-01T19:18:30Z,7236,Cosmos - 7 Bed Ensuite V1 - 26/27 - 05/09 - 51wk 2026,2026 / 2027,115,true,2026-09-05,2027-08-28,51,51,https://prestige.hfs.bookings.basepms.com/?city=Sheffield&property=Cosmos&roomType=7+Bed+Ensuite&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:30.000000Z,
Prestige Student Living,Cosmos,Sheffield,7 Bed Ensuite,2,2026-07-01T19:18:30Z,7237,Cosmos - 7 Bed Ensuite V1 - 26/27 - 05/09 - 44wk 2026,2026 / 2027,120,true,2026-09-05,2027-07-10,44,44,https://prestige.hfs.bookings.basepms.com/?city=Sheffield&property=Cosmos&roomType=7+Bed+Ensuite&tenancyLength=44+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:30.000000Z,
Prestige Student Living,Cosmos,Sheffield,8 Bed Ensuite,2,2026-07-01T19:18:30Z,7234,Cosmos - 8 Bed Ensuite V1 - 26/27 - 05/09 - 51wk 2026,2026 / 2027,110,true,2026-09-05,2027-08-28,51,51,https://prestige.hfs.bookings.basepms.com/?city=Sheffield&property=Cosmos&roomType=8+Bed+Ensuite&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:30.000000Z,
Prestige Student Living,Cosmos,Sheffield,8 Bed Ensuite,2,2026-07-01T19:18:30Z,7235,Cosmos - 8 Bed Ensuite V1 - 26/27 - 05/09 - 44wk 2026,2026 / 2027,0,true,2026-09-05,2027-07-10,44,44,https://prestige.hfs.bookings.basepms.com/?city=Sheffield&property=Cosmos&roomType=8+Bed+Ensuite&tenancyLength=44+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:30.000000Z,
Prestige Student Living,Cosmos,Sheffield,Classic Cluster Studio,2,2026-07-01T19:18:30Z,7241,Cosmos - Classic Cluster Studio V1 - 26/27 - 05/09 - 51wk 2026,2026 / 2027,0,true,2026-09-05,2027-08-28,51,51,https://prestige.hfs.bookings.basepms.com/?city=Sheffield&property=Cosmos&roomType=Classic+Cluster+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:30.000000Z,
Prestige Student Living,Cosmos,Sheffield,Classic Cluster Studio,2,2026-07-01T19:18:30Z,7242,Cosmos - Classic Cluster Studio V1 - 26/27 - 05/09 - 44wk 2026,2026 / 2027,135,true,2026-09-05,2027-07-10,44,44,https://prestige.hfs.bookings.basepms.com/?city=Sheffield&property=Cosmos&roomType=Classic+Cluster+Studio&tenancyLength=44+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:30.000000Z,
Prestige Student Living,Cosmos,Sheffield,Classic Studio,3,2026-07-01T19:18:30Z,7252,Cosmos - Classic Studio V1 - 26/27 - 05/09 - 51wk 2026,2026 / 2027,155,true,2026-09-05,2027-08-28,51,51,https://prestige.hfs.bookings.basepms.com/?city=Sheffield&property=Cosmos&roomType=Classic+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:28.000000Z,
Prestige Student Living,Cosmos,Sheffield,Classic Studio,3,2026-07-01T19:18:30Z,7253,Cosmos - Classic Studio V1 - 26/27 - 05/09 - 44wk 2026,2026 / 2027,160,true,2026-09-05,2027-07-10,44,44,https://prestige.hfs.bookings.basepms.com/?city=Sheffield&property=Cosmos&roomType=Classic+Studio&tenancyLength=44+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:28.000000Z,
Prestige Student Living,Cosmos,Sheffield,Classic Studio,3,2026-07-01T19:18:30Z,7714,Cosmos - Classic Studio 10 instalment - 26/27 - 05/09 - 51wk 2026,2026 / 2027,0,true,2026-09-05,2027-08-28,51,51,https://prestige.hfs.bookings.basepms.com/?city=Sheffield&property=Cosmos&roomType=Classic+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:29.000000Z,
