brand_name,property,city,room_type,available_contracts,contract_title,academic_year,price_pw,currency_symbol,available,start_date,end_date,contract_length_weeks,base_hub_url
Prestige Student Living,Compass,Birmingham,Silver Studio,1,Compass - Silver Studio - 26/27 - 05/09 - 51wk 2026,2026 / 2027,225,£,True,2026-09-05,2027-08-28,51,https://prestige.hfs.bookings.basepms.com/?city=Birmingham&property=Compass&roomType=Silver+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027
Prestige Student Living,Compass,Birmingham,Silver Studio Plus,1,Compass - Silver Studio Plus - 26/27 - 05/09 - 51wk 2026,2026 / 2027,229,£,True,2026-09-05,2027-08-28,51,https://prestige.hfs.bookings.basepms.com/?city=Birmingham&property=Compass&roomType=Silver+Studio+Plus&tenancyLength=51+weeks&academicYear=2026+%2F+2027
Prestige Student Living,Compass,Birmingham,Silver Studio – High Floor,1,Compass - Silver Studio - High Floor - 25/26 - 28/02 - 24wk 2026,2025 / 2026,245,£,True,2026-02-28,2026-08-15,24,https://prestige.hfs.bookings.basepms.com/?city=Birmingham&property=Compass&roomType=Silver+Studio+-+High+Floor&tenancyLength=24+weeks&academicYear=2025+%2F+2026
Prestige Student Living,Compass,Birmingham,Silver Studio – Mid Floor,1,Compass - Silver Studio - Mid Floor - 25/26 - 28/02 - 24wk 2026,2025 / 2026,245,£,True,2026-02-28,2026-08-15,24,https://prestige.hfs.bookings.basepms.com/?city=Birmingham&property=Compass&roomType=Silver+Studio+-+Mid+Floor&tenancyLength=24+weeks&academicYear=2025+%2F+2026
Prestige Student Living,Cosmos,Sheffield,10 Bed Ensuite,1,Cosmos - 10 Bed Ensuite V1 - 26/27 - 05/09 - 51wk 2026,2026 / 2027,98,£,True,2026-09-05,2027-08-28,51,https://prestige.hfs.bookings.basepms.com/?city=Sheffield&property=Cosmos&roomType=10+Bed+Ensuite&tenancyLength=51+weeks&academicYear=2026+%2F+2027
Prestige Student Living,Cosmos,Sheffield,4 Bed Ensuite,2,Cosmos - 4 Bed Ensuite V1 - 26/27 - 05/09 - 51wk 2026,2026 / 2027,140,£,True,2026-09-05,2027-08-28,51,https://prestige.hfs.bookings.basepms.com/?city=Sheffield&property=Cosmos&roomType=4+Bed+Ensuite&tenancyLength=51+weeks&academicYear=2026+%2F+2027
Prestige Student Living,Cosmos,Sheffield,4 Bed Ensuite,2,Cosmos - 4 Bed Ensuite V1 - 26/27 - 05/09 - 44wk 2026,2026 / 2027,145,£,True,2026-09-05,2027-07-10,44,https://prestige.hfs.bookings.basepms.com/?city=Sheffield&property=Cosmos&roomType=4+Bed+Ensuite&tenancyLength=44+weeks&academicYear=2026+%2F+2027
Prestige Student Living,Cosmos,Sheffield,6 Bed Ensuite,2,Cosmos - 6 Bed Ensuite V1 - 26/27 - 05/09 - 51wk 2026,2026 / 2027,125,£,True,2026-09-05,2027-08-28,51,https://prestige.hfs.bookings.basepms.com/?city=Sheffield&property=Cosmos&roomType=6+Bed+Ensuite&tenancyLength=51+weeks&academicYear=2026+%2F+2027
Prestige Student Living,Cosmos,Sheffield,6 Bed Ensuite,2,Cosmos - 6 Bed Ensuite V1 - 26/27 - 05/09 - 44wk 2026,2026 / 2027,130,£,True,2026-09-05,2027-07-10,44,https://prestige.hfs.bookings.basepms.com/?city=Sheffield&property=Cosmos&roomType=6+Bed+Ensuite&tenancyLength=44+weeks&academicYear=2026+%2F+2027
Prestige Student Living,Cosmos,Sheffield,7 Bed Ensuite,2,Cosmos - 7 Bed Ensuite V1 - 26/27 - 05/09 - 51wk 2026,2026 / 2027,115,£,True,2026-09-05,2027-08-28,51,https://prestige.hfs.bookings.basepms.com/?city=Sheffield&property=Cosmos&roomType=7+Bed+Ensuite&tenancyLength=51+weeks&academicYear=2026+%2F+2027
Prestige Student Living,Cosmos,Sheffield,7 Bed Ensuite,2,Cosmos - 7 Bed Ensuite V1 - 26/27 - 05/09 - 44wk 2026,2026 / 2027,120,£,True,2026-09-05,2027-07-10,44,https://prestige.hfs.bookings.basepms.com/?city=Sheffield&property=Cosmos&roomType=7+Bed+Ensuite&tenancyLength=44+weeks&academicYear=2026+%2F+2027
Prestige Student Living,Cosmos,Sheffield,8 Bed Ensuite,2,Cosmos - 8 Bed Ensuite V1 - 26/27 - 05/09 - 51wk 2026,2026 / 2027,110,£,True,2026-09-05,2027-08-28,51,https://prestige.hfs.bookings.basepms.com/?city=Sheffield&property=Cosmos&roomType=8+Bed+Ensuite&tenancyLength=51+weeks&academicYear=2026+%2F+2027
Prestige Student Living,Cosmos,Sheffield,8 Bed Ensuite,2,Cosmos - 8 Bed Ensuite V1 - 26/27 - 05/09 - 44wk 2026,2026 / 2027,0,£,True,2026-09-05,2027-07-10,44,https://prestige.hfs.bookings.basepms.com/?city=Sheffield&property=Cosmos&roomType=8+Bed+Ensuite&tenancyLength=44+weeks&academicYear=2026+%2F+2027
Prestige Student Living,Cosmos,Sheffield,Classic Cluster Studio,2,Cosmos - Classic Cluster Studio V1 - 26/27 - 05/09 - 51wk 2026,2026 / 2027,0,£,True,2026-09-05,2027-08-28,51,https://prestige.hfs.bookings.basepms.com/?city=Sheffield&property=Cosmos&roomType=Classic+Cluster+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027
Prestige Student Living,Cosmos,Sheffield,Classic Cluster Studio,2,Cosmos - Classic Cluster Studio V1 - 26/27 - 05/09 - 44wk 2026,2026 / 2027,135,£,True,2026-09-05,2027-07-10,44,https://prestige.hfs.bookings.basepms.com/?city=Sheffield&property=Cosmos&roomType=Classic+Cluster+Studio&tenancyLength=44+weeks&academicYear=2026+%2F+2027
Prestige Student Living,Cosmos,Sheffield,Classic Studio,3,Cosmos - Classic Studio V1 - 26/27 - 05/09 - 51wk 2026,2026 / 2027,155,£,True,2026-09-05,2027-08-28,51,https://prestige.hfs.bookings.basepms.com/?city=Sheffield&property=Cosmos&roomType=Classic+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027
Prestige Student Living,Cosmos,Sheffield,Classic Studio,3,Cosmos - Classic Studio V1 - 26/27 - 05/09 - 44wk 2026,2026 / 2027,160,£,True,2026-09-05,2027-07-10,44,https://prestige.hfs.bookings.basepms.com/?city=Sheffield&property=Cosmos&roomType=Classic+Studio&tenancyLength=44+weeks&academicYear=2026+%2F+2027
Prestige Student Living,Cosmos,Sheffield,Classic Studio,3,Cosmos - Classic Studio 10 instalment - 26/27 - 05/09 - 51wk 2026,2026 / 2027,0,£,True,2026-09-05,2027-08-28,51,https://prestige.hfs.bookings.basepms.com/?city=Sheffield&property=Cosmos&roomType=Classic+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027
Prestige Student Living,Cosmos,Sheffield,Deluxe Cluster Studio,2,Cosmos - Deluxe Cluster Studio V1 - 26/27 - 05/09 - 51wk 2026,2026 / 2027,0,£,True,2026-09-05,2027-08-28,51,https://prestige.hfs.bookings.basepms.com/?city=Sheffield&property=Cosmos&roomType=Deluxe+Cluster+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027
Prestige Student Living,Cosmos,Sheffield,Deluxe Cluster Studio,2,Cosmos - Deluxe Cluster Studio V1 - 26/27 - 05/09 - 44wk 2026,2026 / 2027,140,£,True,2026-09-05,2027-07-10,44,https://prestige.hfs.bookings.basepms.com/?city=Sheffield&property=Cosmos&roomType=Deluxe+Cluster+Studio&tenancyLength=44+weeks&academicYear=2026+%2F+2027
Prestige Student Living,Cosmos,Sheffield,One Bedroom Apartment,1,Cosmos - One Bed Apartment - 26/27 - 05/09 - 51wk 2026,2026 / 2027,165,£,True,2026-09-05,2027-08-28,51,https://prestige.hfs.bookings.basepms.com/?city=Sheffield&property=Cosmos&roomType=One+Bedroom+Apartment&tenancyLength=51+weeks&academicYear=2026+%2F+2027
Prestige Student Living,Cosmos,Sheffield,Premium Cluster Studio,2,Cosmos - Premium Cluster Studio V1 - 26/27 - 05/09 - 51wk 2026,2026 / 2027,140,£,True,2026-09-05,2027-08-28,51,https://prestige.hfs.bookings.basepms.com/?city=Sheffield&property=Cosmos&roomType=Premium+Cluster+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027
Prestige Student Living,Cosmos,Sheffield,Premium Cluster Studio,2,Cosmos - Premium Cluster Studio V1 - 26/27 - 05/09 - 44wk 2026,2026 / 2027,145,£,True,2026-09-05,2027-07-10,44,https://prestige.hfs.bookings.basepms.com/?city=Sheffield&property=Cosmos&roomType=Premium+Cluster+Studio&tenancyLength=44+weeks&academicYear=2026+%2F+2027
Prestige Student Living,Cosmos,Sheffield,Premium One Bed Apartment,2,Cosmos - Premium One Bed Apartment V1 - 26/27 - 05/09 - 51wk 2026,2026 / 2027,190,£,True,2026-09-05,2027-08-28,51,https://prestige.hfs.bookings.basepms.com/?city=Sheffield&property=Cosmos&roomType=Premium+One+Bed+Apartment&tenancyLength=51+weeks&academicYear=2026+%2F+2027
Prestige Student Living,Cosmos,Sheffield,Premium One Bed Apartment,2,Cosmos - Premium One Bed Apartment V1 - 26/27 - 05/09 - 44wk 2026,2026 / 2027,195,£,True,2026-09-05,2027-07-10,44,https://prestige.hfs.bookings.basepms.com/?city=Sheffield&property=Cosmos&roomType=Premium+One+Bed+Apartment&tenancyLength=44+weeks&academicYear=2026+%2F+2027
Prestige Student Living,Cosmos,Sheffield,Premium Studio,2,Cosmos - Premium Studio V1 - 26/27 - 05/09 - 51wk 2026,2026 / 2027,155,£,True,2026-09-05,2027-08-28,51,https://prestige.hfs.bookings.basepms.com/?city=Sheffield&property=Cosmos&roomType=Premium+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027
Prestige Student Living,Cosmos,Sheffield,Premium Studio,2,Cosmos - Premium Studio V1 - 26/27 - 05/09 - 44wk 2026,2026 / 2027,165,£,True,2026-09-05,2027-07-10,44,https://prestige.hfs.bookings.basepms.com/?city=Sheffield&property=Cosmos&roomType=Premium+Studio&tenancyLength=44+weeks&academicYear=2026+%2F+2027
Prestige Student Living,Cosmos,Sheffield,Premium Studio Accessible,2,Cosmos - Premium Studio Accessible V1 - 26/27 - 05/09 - 51wk 2026,2026 / 2027,155,£,True,2026-09-05,2027-08-28,51,https://prestige.hfs.bookings.basepms.com/?city=Sheffield&property=Cosmos&roomType=Premium+Studio+Accessible&tenancyLength=51+weeks&academicYear=2026+%2F+2027
Prestige Student Living,Cosmos,Sheffield,Premium Studio Accessible,2,Cosmos - Premium Studio Accessible V1 - 26/27 - 05/09 - 44wk 2026,2026 / 2027,160,£,True,2026-09-05,2027-07-10,44,https://prestige.hfs.bookings.basepms.com/?city=Sheffield&property=Cosmos&roomType=Premium+Studio+Accessible&tenancyLength=44+weeks&academicYear=2026+%2F+2027
Prestige Student Living,Cosmos,Sheffield,Ultra Cluster Studio,2,Cosmos - Ultra Cluster Studio V1 - 26/27 - 05/09 - 51wk 2026,2026 / 2027,145,£,True,2026-09-05,2027-08-28,51,https://prestige.hfs.bookings.basepms.com/?city=Sheffield&property=Cosmos&roomType=Ultra+Cluster+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027
Prestige Student Living,Cosmos,Sheffield,Ultra Cluster Studio,2,Cosmos - Ultra Cluster Studio V1 - 26/27 - 05/09 - 44wk 2026,2026 / 2027,150,£,True,2026-09-05,2027-07-10,44,https://prestige.hfs.bookings.basepms.com/?city=Sheffield&property=Cosmos&roomType=Ultra+Cluster+Studio&tenancyLength=44+weeks&academicYear=2026+%2F+2027
Prestige Student Living,Crown House,Sheffield,1 Bed Apartment,2,Crown House - 1 Bed Apartment - 26/27 - 12/09 - 51wk 2026,2026 / 2027,260,£,True,2026-09-12,2027-09-04,51,https://prestige.hfs.bookings.basepms.com/?city=Sheffield&property=Crown+House&roomType=1+Bed+Apartment&tenancyLength=51+weeks&academicYear=2026+%2F+2027
Prestige Student Living,Crown House,Sheffield,1 Bed Apartment,2,Crown House - 1 Bed Apartment - 26/27 - 12/09 - 44wk 2026,2026 / 2027,270,£,True,2026-09-12,2027-07-17,44,https://prestige.hfs.bookings.basepms.com/?city=Sheffield&property=Crown+House&roomType=1+Bed+Apartment&tenancyLength=44+weeks&academicYear=2026+%2F+2027
Prestige Student Living,Crown House,Sheffield,2 Bed Apartment,3,Crown House - 2 Bed Apartment - 26/27 - 12/09 - 51wk 2026,2026 / 2027,125,£,True,2026-09-12,2027-09-04,51,https://prestige.hfs.bookings.basepms.com/?city=Sheffield&property=Crown+House&roomType=2+Bed+Apartment&tenancyLength=51+weeks&academicYear=2026+%2F+2027
Prestige Student Living,Crown House,Sheffield,2 Bed Apartment,3,Crown House - 2 Bed Apartment - 26/27 - 12/09 - 44wk 2026,2026 / 2027,135,£,True,2026-09-12,2027-07-17,44,https://prestige.hfs.bookings.basepms.com/?city=Sheffield&property=Crown+House&roomType=2+Bed+Apartment&tenancyLength=44+weeks&academicYear=2026+%2F+2027
Prestige Student Living,Crown House,Sheffield,2 Bed Apartment,3,Crown House - 2 Bed Apartment - 25/26 - 28/02 - 27wk 2026,2025 / 2026,140,£,True,2026-02-28,2026-09-05,27,https://prestige.hfs.bookings.basepms.com/?city=Sheffield&property=Crown+House&roomType=2+Bed+Apartment&tenancyLength=27+weeks&academicYear=2025+%2F+2026
Homes for Students,Crown House,Reading,2 Bed Flat,3,Crown House Reading - 2 Bed Flat - 25/26 - 28/02 - 20wk 2026,2025 / 2026,205,£,True,2026-02-28,2026-07-18,20,https://hfs.bookings.basepms.com/?city=Reading&property=Crown+House+Reading&roomType=2+Bed+Flat&tenancyLength=20+weeks&academicYear=2025+%2F+2026
Homes for Students,Crown House,Reading,2 Bed Flat,3,Crown House Reading - 2 Bed Flat - 25/26 - 28/02 - 27wk 2026,2025 / 2026,205,£,True,2026-02-28,2026-09-05,27,https://hfs.bookings.basepms.com/?city=Reading&property=Crown+House+Reading&roomType=2+Bed+Flat&tenancyLength=27+weeks&academicYear=2025+%2F+2026
Homes for Students,Crown House,Reading,2 Bed Flat,3,Crown House Reading - 2 Bed Flat - 26/27 - 12/09 - 51wk 2026,2026 / 2027,215,£,True,2026-09-12,2027-09-04,51,https://hfs.bookings.basepms.com/?city=Reading&property=Crown+House+Reading&roomType=2+Bed+Flat&tenancyLength=51+weeks&academicYear=2026+%2F+2027
Homes for Students,Crown House,Reading,Classic Ensuite,12,Crown House Reading - Classic Ensuite - 26/27 - 12/09 - 51wk 2026,2026 / 2027,199,£,True,2026-09-12,2027-09-04,51,https://hfs.bookings.basepms.com/?city=Reading&property=Crown+House+Reading&roomType=Classic+Ensuite&tenancyLength=51+weeks&academicYear=2026+%2F+2027
Homes for Students,Crown House,Reading,Classic Ensuite,12,Crown House Reading - Classic Ensuite - 26/27 - 12/09 - 44wk 2026,2026 / 2027,205,£,True,2026-09-12,2027-07-17,44,https://hfs.bookings.basepms.com/?city=Reading&property=Crown+House+Reading&roomType=Classic+Ensuite&tenancyLength=44+weeks&academicYear=2026+%2F+2027
Homes for Students,Crown House,Reading,Classic Ensuite,12,Crown House Reading - Classic Ensuite - 25/26 - 28/02 - 20wk 2026,2025 / 2026,209,£,True,2026-02-28,2026-07-18,20,https://hfs.bookings.basepms.com/?city=Reading&property=Crown+House+Reading&roomType=Classic+Ensuite&tenancyLength=20+weeks&academicYear=2025+%2F+2026
Homes for Students,Crown House,Reading,Classic Ensuite,12,Crown House Reading - Classic Ensuite - 25/26 - 28/02 - 27wk 2026,2025 / 2026,209,£,True,2026-02-28,2026-09-05,27,https://hfs.bookings.basepms.com/?city=Reading&property=Crown+House+Reading&roomType=Classic+Ensuite&tenancyLength=27+weeks&academicYear=2025+%2F+2026
Homes for Students,Crown House,Reading,Classic Ensuite,12,Crown House Reading - Classic Ensuite - 26/27 - 12/09 - 51wk 2026,2026 / 2027,0,£,True,2026-09-12,2027-09-04,51,https://hfs.bookings.basepms.com/?city=Reading&property=Crown+House+Reading&roomType=Classic+Ensuite&tenancyLength=51+weeks&academicYear=2026+%2F+2027
Homes for Students,Crown House,Reading,Classic Ensuite,12,Crown House Reading - Classic Ensuite - 26/27 - 12/09 - 44wk 2026,2026 / 2027,0,£,True,2026-09-12,2027-07-17,44,https://hfs.bookings.basepms.com/?city=Reading&property=Crown+House+Reading&roomType=Classic+Ensuite&tenancyLength=44+weeks&academicYear=2026+%2F+2027
Homes for Students,Crown House,Reading,Classic Ensuite,12,Crown House Reading - Classic Ensuite - 25/26 - 28/02 - 20wk 2026,2025 / 2026,0,£,True,2026-02-28,2026-07-18,20,https://hfs.bookings.basepms.com/?city=Reading&property=Crown+House+Reading&roomType=Classic+Ensuite&tenancyLength=20+weeks&academicYear=2025+%2F+2026
Homes for Students,Crown House,Reading,Classic Ensuite,12,Crown House Reading - Classic Ensuite - 25/26 - 28/02 - 27wk 2026,2025 / 2026,0,£,True,2026-02-28,2026-09-05,27,https://hfs.bookings.basepms.com/?city=Reading&property=Crown+House+Reading&roomType=Classic+Ensuite&tenancyLength=27+weeks&academicYear=2025+%2F+2026
Homes for Students,Crown House,Reading,Classic Ensuite,12,Crown House Reading - Classic Ensuite - 26/27 - 12/09 - 51wk 2026,2026 / 2027,0,£,True,2026-09-12,2027-09-04,51,https://hfs.bookings.basepms.com/?city=Reading&property=Crown+House+Reading&roomType=Classic+Ensuite&tenancyLength=51+weeks&academicYear=2026+%2F+2027
Homes for Students,Crown House,Reading,Classic Ensuite,12,Crown House Reading - Classic Ensuite - 26/27 - 12/09 - 44wk 2026,2026 / 2027,0,£,True,2026-09-12,2027-07-17,44,https://hfs.bookings.basepms.com/?city=Reading&property=Crown+House+Reading&roomType=Classic+Ensuite&tenancyLength=44+weeks&academicYear=2026+%2F+2027
Homes for Students,Crown House,Reading,Classic Ensuite,12,Crown House Reading - Classic Ensuite - 25/26 - 28/02 - 20wk 2026,2025 / 2026,0,£,True,2026-02-28,2026-07-18,20,https://hfs.bookings.basepms.com/?city=Reading&property=Crown+House+Reading&roomType=Classic+Ensuite&tenancyLength=20+weeks&academicYear=2025+%2F+2026
Homes for Students,Crown House,Reading,Classic Ensuite,12,Crown House Reading - Classic Ensuite - 25/26 - 28/02 - 27wk 2026,2025 / 2026,0,£,True,2026-02-28,2026-09-05,27,https://hfs.bookings.basepms.com/?city=Reading&property=Crown+House+Reading&roomType=Classic+Ensuite&tenancyLength=27+weeks&academicYear=2025+%2F+2026
Homes for Students,Crown House,Reading,Classic Ensuite Plus,2,Crown House Reading - Classic Ensuite Plus - 26/27 - 12/09 - 51wk 2026,2026 / 2027,245,£,True,2026-09-12,2027-09-04,51,https://hfs.bookings.basepms.com/?city=Reading&property=Crown+House+Reading&roomType=Classic+Ensuite+Plus&tenancyLength=51+weeks&academicYear=2026+%2F+2027
Homes for Students,Crown House,Reading,Classic Ensuite Plus,2,Crown House Reading - Classic Ensuite Plus - 26/27 - 12/09 - 51wk 2026,2026 / 2027,0,£,True,2026-09-12,2027-09-04,51,https://hfs.bookings.basepms.com/?city=Reading&property=Crown+House+Reading&roomType=Classic+Ensuite+Plus&tenancyLength=51+weeks&academicYear=2026+%2F+2027
Prestige Student Living,Crown House,Brighton,Classic Plus Studio,3,Crown House Brighton - Classic Plus Studio - 26/27 - 12/09 - 51wk 2026,2026 / 2027,270,£,True,2026-09-12,2027-09-04,51,https://prestige.hfs.bookings.basepms.com/?city=Brighton&property=Crown+House+Brighton&roomType=Classic+Plus+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027
Prestige Student Living,Crown House,Brighton,Classic Plus Studio,3,Crown House Brighton - Classic Plus Studio - 26/27 - 12/09 - 44wk 2026,2026 / 2027,0,£,True,2026-09-12,2027-07-17,44,https://prestige.hfs.bookings.basepms.com/?city=Brighton&property=Crown+House+Brighton&roomType=Classic+Plus+Studio&tenancyLength=44+weeks&academicYear=2026+%2F+2027
Prestige Student Living,Crown House,Brighton,Classic Plus Studio,3,Crown House Brighton - Classic Plus Studio - 25/26 - 28/02 - 18wk 2026,2025 / 2026,275,£,True,2026-02-28,2026-07-04,18,https://prestige.hfs.bookings.basepms.com/?city=Brighton&property=Crown+House+Brighton&roomType=Classic+Plus+Studio&tenancyLength=18+weeks&academicYear=2025+%2F+2026
Prestige Student Living,Crown House,Brighton,Classic Plus Studio Sea View,3,Crown House Brighton - Classic Plus Studio Sea View - 25/26 - 28/02 - 18wk 2026,2025 / 2026,285,£,True,2026-02-28,2026-07-04,18,https://prestige.hfs.bookings.basepms.com/?city=Brighton&property=Crown+House+Brighton&roomType=Classic+Plus+Studio+Sea+View&tenancyLength=18+weeks&academicYear=2025+%2F+2026
Prestige Student Living,Crown House,Brighton,Classic Plus Studio Sea View,3,Crown House Brighton - Classic Plus Studio Sea View - 26/27 - 12/09 - 51wk 2026,2026 / 2027,265,£,True,2026-09-12,2027-09-04,51,https://prestige.hfs.bookings.basepms.com/?city=Brighton&property=Crown+House+Brighton&roomType=Classic+Plus+Studio+Sea+View&tenancyLength=51+weeks&academicYear=2026+%2F+2027
Prestige Student Living,Crown House,Brighton,Classic Plus Studio Sea View,3,Crown House Brighton - Classic Plus Studio Sea View - 26/27 - 12/09 - 44wk 2026,2026 / 2027,275,£,True,2026-09-12,2027-07-17,44,https://prestige.hfs.bookings.basepms.com/?city=Brighton&property=Crown+House+Brighton&roomType=Classic+Plus+Studio+Sea+View&tenancyLength=44+weeks&academicYear=2026+%2F+2027
Prestige Student Living,Crown House,Brighton,Classic Studio,1,Crown House Brighton - Classic Studio - 26/27 - 12/09 - 51wk 2026,2026 / 2027,245,£,True,2026-09-12,2027-09-04,51,https://prestige.hfs.bookings.basepms.com/?city=Brighton&property=Crown+House+Brighton&roomType=Classic+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027
Homes for Students,Crown House,Reading,Classic Studio,4,Crown House Reading - Classic Studio - 26/27 - 12/09 - 51wk 2026,2026 / 2027,305,£,True,2026-09-12,2027-09-04,51,https://hfs.bookings.basepms.com/?city=Reading&property=Crown+House+Reading&roomType=Classic+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027
Homes for Students,Crown House,Reading,Classic Studio,4,Crown House Reading - Classic Studio - 26/27 - 12/09 - 44wk 2026,2026 / 2027,309,£,True,2026-09-12,2027-07-17,44,https://hfs.bookings.basepms.com/?city=Reading&property=Crown+House+Reading&roomType=Classic+Studio&tenancyLength=44+weeks&academicYear=2026+%2F+2027
Homes for Students,Crown House,Reading,Classic Studio,4,Crown House Reading - Classic Studio - 26/27 - 12/09 - 51wk 2026,2026 / 2027,0,£,True,2026-09-12,2027-09-04,51,https://hfs.bookings.basepms.com/?city=Reading&property=Crown+House+Reading&roomType=Classic+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027
Homes for Students,Crown House,Reading,Classic Studio,4,Crown House Reading - Classic Studio - 26/27 - 12/09 - 44wk 2026,2026 / 2027,0,£,True,2026-09-12,2027-07-17,44,https://hfs.bookings.basepms.com/?city=Reading&property=Crown+House+Reading&roomType=Classic+Studio&tenancyLength=44+weeks&academicYear=2026+%2F+2027
Prestige Student Living,Crown House,Brighton,Club Studio,2,Crown House Brighton - Club Studio - 26/27 - 12/09 - 51wk 2026,2026 / 2027,255,£,True,2026-09-12,2027-09-04,51,https://prestige.hfs.bookings.basepms.com/?city=Brighton&property=Crown+House+Brighton&roomType=Club+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027
Prestige Student Living,Crown House,Brighton,Club Studio,2,Crown House Brighton - Club Studio - 26/27 - 12/09 - 44wk 2026,2026 / 2027,265,£,True,2026-09-12,2027-07-17,44,https://prestige.hfs.bookings.basepms.com/?city=Brighton&property=Crown+House+Brighton&roomType=Club+Studio&tenancyLength=44+weeks&academicYear=2026+%2F+2027
Prestige Student Living,Crown House,Sheffield,Crown Studio,2,Crown House - Crown Studio - 26/27 - 12/09 - 51wk 2026,2026 / 2027,165,£,True,2026-09-12,2027-09-04,51,https://prestige.hfs.bookings.basepms.com/?city=Sheffield&property=Crown+House&roomType=Crown+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027
Prestige Student Living,Crown House,Sheffield,Crown Studio,2,Crown House - Crown Studio - 26/27 - 12/09 - 44wk 2026,2026 / 2027,175,£,True,2026-09-12,2027-07-17,44,https://prestige.hfs.bookings.basepms.com/?city=Sheffield&property=Crown+House&roomType=Crown+Studio&tenancyLength=44+weeks&academicYear=2026+%2F+2027
Prestige Student Living,Crown House,Sheffield,Luxury Plus Studio,2,Crown House - Luxury Plus Studio - 26/27 - 12/09 - 51wk 2026,2026 / 2027,199,£,True,2026-09-12,2027-09-04,51,https://prestige.hfs.bookings.basepms.com/?city=Sheffield&property=Crown+House&roomType=Luxury+Plus+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027
Prestige Student Living,Crown House,Sheffield,Luxury Plus Studio,2,Crown House - Luxury Plus Studio - 26/27 - 12/09 - 44wk 2026,2026 / 2027,209,£,True,2026-09-12,2027-07-17,44,https://prestige.hfs.bookings.basepms.com/?city=Sheffield&property=Crown+House&roomType=Luxury+Plus+Studio&tenancyLength=44+weeks&academicYear=2026+%2F+2027
Prestige Student Living,Crown House,Brighton,Luxury Studio,2,Crown House Brighton - Luxury Studio - 25/26 - 28/02 - 18wk 2026,2025 / 2026,320,£,True,2026-02-28,2026-07-04,18,https://prestige.hfs.bookings.basepms.com/?city=Brighton&property=Crown+House+Brighton&roomType=Luxury+Studio&tenancyLength=18+weeks&academicYear=2025+%2F+2026
Prestige Student Living,Crown House,Brighton,Luxury Studio,2,Crown House Brighton - Luxury Studio - 26/27 - 12/09 - 51wk 2026,2026 / 2027,0,£,True,2026-09-12,2027-09-04,51,https://prestige.hfs.bookings.basepms.com/?city=Brighton&property=Crown+House+Brighton&roomType=Luxury+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027
Prestige Student Living,Crown House,Sheffield,Luxury Studio,2,Crown House - Luxury Studio - 26/27 - 12/09 - 51wk 2026,2026 / 2027,190,£,True,2026-09-12,2027-09-04,51,https://prestige.hfs.bookings.basepms.com/?city=Sheffield&property=Crown+House&roomType=Luxury+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027
Prestige Student Living,Crown House,Sheffield,Luxury Studio,2,Crown House - Luxury Studio - 26/27 - 12/09 - 44wk 2026,2026 / 2027,199,£,True,2026-09-12,2027-07-17,44,https://prestige.hfs.bookings.basepms.com/?city=Sheffield&property=Crown+House&roomType=Luxury+Studio&tenancyLength=44+weeks&academicYear=2026+%2F+2027
Prestige Student Living,Crown House,Brighton,Luxury Studio – Sea View,2,Crown House Brighton - Luxury Studio - 26/27 - 12/09 - 44wk 2026,2026 / 2027,305,£,True,2026-09-12,2027-07-17,44,https://prestige.hfs.bookings.basepms.com/?city=Brighton&property=Crown+House+Brighton&roomType=Luxury+Studio+-+Sea+View&tenancyLength=44+weeks&academicYear=2026+%2F+2027
Prestige Student Living,Crown House,Brighton,Luxury Studio – Sea View,2,Crown House Brighton - Luxury Studio - Sea View - 26/27 - 12/09 - 51wk 2026,2026 / 2027,0,£,True,2026-09-12,2027-09-04,51,https://prestige.hfs.bookings.basepms.com/?city=Brighton&property=Crown+House+Brighton&roomType=Luxury+Studio+-+Sea+View&tenancyLength=51+weeks&academicYear=2026+%2F+2027
Homes for Students,Crown House,Reading,One Bed Flat,1,Crown House Reading - One Bed Flat - 26/27 - 12/09 - 51wk 2026,2026 / 2027,309,£,True,2026-09-12,2027-09-04,51,https://hfs.bookings.basepms.com/?city=Reading&property=Crown+House+Reading&roomType=One+Bed+Flat&tenancyLength=51+weeks&academicYear=2026+%2F+2027
