brand_name,property,city,room_type,available_contracts,quantity_available,run_time,instalment_id,name,academic_year,price,available,bookable,Contact Form URL,start_date,end_date,contract_length,weeks_remaining,base_hub_url,updated_at,pricing_updated_at
Homes for Students,Orbital,Nottingham,Deluxe Studio,1,1,2026-07-13T18:55:35Z,6879,Orbital - Deluxe Studio - 25/26 - 31/03 - 22.4wk 2026,2025 / 2026,165,true,Disabled,-,2026-03-31,2026-09-04,22.4,7,https://hfs.bookings.basepms.com/?city=Nottingham&property=Orbital&roomType=Deluxe+Studio&tenancyLength=22+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:28.000000Z,
Homes for Students,Orbital,Nottingham,Deluxe Studio,1,1,2026-07-13T18:55:35Z,6824,Orbital - Deluxe Studio - 26/27 - 12/09 - 51wk 2026,2026 / 2027,0,false,Disabled,-,2026-09-12,2027-09-04,51,51,https://hfs.bookings.basepms.com/?city=Nottingham&property=Orbital&roomType=Deluxe+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:29.000000Z,
Homes for Students,Orbital,Nottingham,Premium Ensuite,1,,2026-07-13T18:55:35Z,6883,Orbital - Premium Ensuite - 25/26 - 31/03 - 22.4wk 2026,2025 / 2026,135,true,,,2026-03-31,2026-09-04,22.4,7,https://hfs.bookings.basepms.com/?city=Nottingham&property=Orbital&roomType=Premium+Ensuite&tenancyLength=22+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:28.000000Z,
Homes for Students,Orbital,Nottingham,Premium Ensuite,1,,2026-07-13T18:55:35Z,6818,Orbital - Premium Ensuite - 26/27 - 12/09 - 51wk 2026,2026 / 2027,140,false,,,2026-09-12,2027-09-04,51,51,https://hfs.bookings.basepms.com/?city=Nottingham&property=Orbital&roomType=Premium+Ensuite&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:29.000000Z,
Homes for Students,Orbital,Nottingham,Premium Ensuite,1,,2026-07-13T18:55:35Z,6819,Orbital - Premium Ensuite - 26/27 - 12/09 - 42wk 2026,2026 / 2027,150,false,,,2026-09-12,2027-07-03,42,42,https://hfs.bookings.basepms.com/?city=Nottingham&property=Orbital&roomType=Premium+Ensuite&tenancyLength=42+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:29.000000Z,
Homes for Students,Orbital,Nottingham,Premium Studio,1,1,2026-07-13T18:55:35Z,6880,Orbital - Premium Studio - 25/26 - 31/03 - 22.4wk 2026,2025 / 2026,155,true,Disabled,-,2026-03-31,2026-09-04,22.4,7,https://hfs.bookings.basepms.com/?city=Nottingham&property=Orbital&roomType=Premium+Studio&tenancyLength=22+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:28.000000Z,
Homes for Students,Orbital,Nottingham,Premium Studio,1,1,2026-07-13T18:55:35Z,6822,Orbital - Premium Studio - 26/27 - 12/09 - 51wk 2026,2026 / 2027,164,false,Disabled,-,2026-09-12,2027-09-04,51,51,https://hfs.bookings.basepms.com/?city=Nottingham&property=Orbital&roomType=Premium+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:29.000000Z,
Homes for Students,Orbital,Nottingham,Premium Studio,1,1,2026-07-13T18:55:35Z,6823,Orbital - Premium Studio - 26/27 - 12/09 - 42wk 2026,2026 / 2027,174,false,Disabled,-,2026-09-12,2027-07-03,42,42,https://hfs.bookings.basepms.com/?city=Nottingham&property=Orbital&roomType=Premium+Studio&tenancyLength=42+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:29.000000Z,
Homes for Students,Orbital,Nottingham,Standard Ensuite,3,1,2026-07-13T18:55:35Z,6884,Orbital - Standard Ensuite - 25/26 - 31/03 - 22.4wk 2026,2025 / 2026,125,true,Disabled,-,2026-03-31,2026-09-04,22.4,7,https://hfs.bookings.basepms.com/?city=Nottingham&property=Orbital&roomType=Standard+Ensuite&tenancyLength=22+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:28.000000Z,
Homes for Students,Orbital,Nottingham,Standard Ensuite,3,1,2026-07-13T18:55:35Z,6814,Orbital - Standard Ensuite - 26/27 - 12/09 - 51wk 2026,2026 / 2027,130,true,Disabled,-,2026-09-12,2027-09-04,51,51,https://hfs.bookings.basepms.com/?city=Nottingham&property=Orbital&roomType=Standard+Ensuite&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:28.000000Z,
Homes for Students,Orbital,Nottingham,Standard Ensuite,3,1,2026-07-13T18:55:35Z,6815,Orbital - Standard Ensuite - 26/27 - 12/09 - 42wk 2026,2026 / 2027,140,true,Disabled,-,2026-09-12,2027-07-03,42,42,https://hfs.bookings.basepms.com/?city=Nottingham&property=Orbital&roomType=Standard+Ensuite&tenancyLength=42+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:28.000000Z,
Urban Student Life,Orme House,Newcastle-under-Lyme,2 Bed Apartment Double Room,2,0,2026-07-08T10:06:38Z,45,Orme House - 2 Bed Apartment Double Room - 25/26 - 06/09 - 51wk 2025,2025 / 2026,152,true,Disabled,-,2025-09-06,2026-08-29,51,7,https://urban.hfs.bookings.basepms.com/?city=Newcastle-under-Lyme&property=Orme+House&roomType=2+Bed+Apartment+Double+Room&tenancyLength=51+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:14.000000Z,2025-08-01T15:01:39.000000Z
Urban Student Life,Orme House,Newcastle-under-Lyme,2 Bed Apartment Double Room,2,0,2026-07-08T10:06:38Z,2431,Orme House - 2 Bed Apartment Double Room - 25/26 - 28/02 - 26wk 2026,2025 / 2026,152,true,Disabled,-,2026-02-28,2026-08-29,26,7,https://urban.hfs.bookings.basepms.com/?city=Newcastle-under-Lyme&property=Orme+House&roomType=2+Bed+Apartment+Double+Room&tenancyLength=26+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:17.000000Z,
Urban Student Life,Orme House,Newcastle-under-Lyme,2 Bed Apartment Double Room,2,0,2026-07-08T10:06:38Z,433,2 Bed Apartment Double Room - 26/27 - 05/09 - 51wk 2026,2026 / 2027,152,false,Enabled,-,2026-09-05,2027-08-28,51,51,https://urban.hfs.bookings.basepms.com/?city=Newcastle-under-Lyme&property=Orme+House&roomType=2+Bed+Apartment+Double+Room&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:17.000000Z,2025-10-23T14:37:27.000000Z
Urban Student Life,Orme House,Newcastle-under-Lyme,2 Bed Apartment Single Room,7,10,2026-07-08T10:06:38Z,434,2 Bed Apartment Single Room - 26/27 - 05/09 - 51wk 2026,2026 / 2027,147,true,Enabled,-,2026-09-05,2027-08-28,51,51,https://urban.hfs.bookings.basepms.com/?city=Newcastle-under-Lyme&property=Orme+House&roomType=2+Bed+Apartment+Single+Room&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:17.000000Z,
Urban Student Life,Orme House,Newcastle-under-Lyme,2 Bed Apartment Single Room,7,10,2026-07-08T10:06:38Z,435,2 Bed Apartment Single Room - 26/27 - 05/09 - 44wk 2026,2026 / 2027,155,true,Enabled,-,2026-09-05,2027-07-10,44,44,https://urban.hfs.bookings.basepms.com/?city=Newcastle-under-Lyme&property=Orme+House&roomType=2+Bed+Apartment+Single+Room&tenancyLength=44+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:17.000000Z,
Urban Student Life,Orme House,Newcastle-under-Lyme,2 Bed Apartment Single Room,7,10,2026-07-08T10:06:38Z,51,Orme House - 2 Bed Apartment Single Room - 25/26 - 06/09 - 51wk 2025,2025 / 2026,147,true,Enabled,-,2025-09-06,2026-08-29,51,7,https://urban.hfs.bookings.basepms.com/?city=Newcastle-under-Lyme&property=Orme+House&roomType=2+Bed+Apartment+Single+Room&tenancyLength=51+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:14.000000Z,2025-08-01T15:01:49.000000Z
Urban Student Life,Orme House,Newcastle-under-Lyme,2 Bed Apartment Single Room,7,10,2026-07-08T10:06:38Z,52,Orme House - 2 Bed Apartment Single Room - 25/26 - 06/09 - 44wk 2025,2025 / 2026,157,true,Enabled,-,2025-09-06,2026-07-11,44,0,https://urban.hfs.bookings.basepms.com/?city=Newcastle-under-Lyme&property=Orme+House&roomType=2+Bed+Apartment+Single+Room&tenancyLength=44+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:14.000000Z,2025-08-01T15:01:49.000000Z
Urban Student Life,Orme House,Newcastle-under-Lyme,2 Bed Apartment Single Room,7,10,2026-07-08T10:06:38Z,2429,Orme House - 2 Bed Apartment Single Room - 25/26 - 28/02 - 19wk 2026,2025 / 2026,157,true,Disabled,-,2026-02-28,2026-07-11,19,0,https://urban.hfs.bookings.basepms.com/?city=Newcastle-under-Lyme&property=Orme+House&roomType=2+Bed+Apartment+Single+Room&tenancyLength=19+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:17.000000Z,
Urban Student Life,Orme House,Newcastle-under-Lyme,2 Bed Apartment Single Room,7,10,2026-07-08T10:06:38Z,2430,Orme House - 2 Bed Apartment Single Room - 25/26 - 28/02 - 26wk 2026,2025 / 2026,147,true,Disabled,-,2026-02-28,2026-08-29,26,7,https://urban.hfs.bookings.basepms.com/?city=Newcastle-under-Lyme&property=Orme+House&roomType=2+Bed+Apartment+Single+Room&tenancyLength=26+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:17.000000Z,
Urban Student Life,Orme House,Newcastle-under-Lyme,2 Bed Apartment Single Room,7,10,2026-07-08T10:06:38Z,8385,Orme House - 2 Bed Apartment Single Room - Sem 1 - 26/27 - 05/09 - 15wk 2026,2026 / 2027,138,true,Disabled,-,2026-09-05,2026-12-19,15,15,https://urban.hfs.bookings.basepms.com/?city=Newcastle-under-Lyme&property=Orme+House&roomType=2+Bed+Apartment+Single+Room&tenancyLength=15+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:31.000000Z,
Urban Student Life,Orme House,Newcastle-under-Lyme,2 Bed Apartment Single Room,7,10,2026-07-08T10:06:38Z,8386,Orme House - 2 Bed Apartment Single Room - Sem2 - 26/27 - 09/01 - 33wk 2026,2026 / 2027,138,false,Disabled,-,2026-01-09,2026-08-28,33,7,https://urban.hfs.bookings.basepms.com/?city=Newcastle-under-Lyme&property=Orme+House&roomType=2+Bed+Apartment+Single+Room&tenancyLength=33+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:31.000000Z,
Urban Student Life,Orme House,Newcastle-under-Lyme,Deluxe Studio,0,0,2026-07-08T10:06:38Z,49,Orme House - Deluxe Studio - 25/26 - 06/09 - 51wk 2025,2025 / 2026,179,false,Disabled,-,2025-09-06,2026-08-29,51,7,https://urban.hfs.bookings.basepms.com/?city=Newcastle-under-Lyme&property=Orme+House&roomType=Deluxe+Studio&tenancyLength=51+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:14.000000Z,2025-08-01T15:01:43.000000Z
Urban Student Life,Orme House,Newcastle-under-Lyme,Deluxe Studio,0,0,2026-07-08T10:06:38Z,411,Deluxe Studio - 26/27 - 05/09 - 51wk 2026,2026 / 2027,191,false,Enabled,-,2026-09-05,2027-08-28,51,51,https://urban.hfs.bookings.basepms.com/?city=Newcastle-under-Lyme&property=Orme+House&roomType=Deluxe+Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:17.000000Z,2025-10-20T15:28:19.000000Z
Urban Student Life,Orme House,Newcastle-under-Lyme,One Bedroom Apartment Single Room,1,,2026-07-08T10:06:38Z,8017,Orme House - One Bedroom Apartment Single Room - 26/27 - 05/09 - 51wk 2026,2026 / 2027,171,true,,,2026-09-05,2027-08-28,51,51,https://urban.hfs.bookings.basepms.com/?city=Newcastle-under-Lyme&property=Orme+House&roomType=One+Bedroom+Apartment+Single+Room&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-29T10:17:36.000000Z,
Urban Student Life,Orme House,Newcastle-under-Lyme,Studio,1,10,2026-07-08T10:06:38Z,414,Studio - 26/27 - 05/09 - 51wk 2026,2026 / 2027,186,true,Enabled,-,2026-09-05,2027-08-28,51,51,https://urban.hfs.bookings.basepms.com/?city=Newcastle-under-Lyme&property=Orme+House&roomType=Studio&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:17.000000Z,
Urban Student Life,Orme House,Newcastle-under-Lyme,Studio,1,10,2026-07-08T10:06:38Z,47,Orme House - Studio - 25/26 - 06/09 - 51wk 2025,2025 / 2026,174,false,Disabled,-,2025-09-06,2026-08-29,51,7,https://urban.hfs.bookings.basepms.com/?city=Newcastle-under-Lyme&property=Orme+House&roomType=Studio&tenancyLength=51+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:14.000000Z,2025-08-01T15:01:40.000000Z
Urban Student Life,Orme House,Newcastle-under-Lyme,Studio (Single Bed),1,10,2026-07-08T10:06:38Z,436,Studio (Single Bed) - 26/27 - 05/09 - 51wk 2026,2026 / 2027,165,true,Enabled,-,2026-09-05,2027-08-28,51,51,https://urban.hfs.bookings.basepms.com/?city=Newcastle-under-Lyme&property=Orme+House&roomType=Studio+%28Single+Bed%29&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-07-02T10:22:28.000000Z,2025-10-23T14:50:19.000000Z
Urban Student Life,Orme House,Newcastle-under-Lyme,Studio (Single Bed),1,10,2026-07-08T10:06:38Z,55,Orme House - Studio (Single Bed) - 25/26 - 06/09 - 51wk 2025,2025 / 2026,163,false,Disabled,-,2025-09-06,2026-08-29,51,7,https://urban.hfs.bookings.basepms.com/?city=Newcastle-under-Lyme&property=Orme+House&roomType=Studio+%28Single+Bed%29&tenancyLength=51+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:14.000000Z,2025-08-01T15:02:19.000000Z
Prestige Student Living,Paddington Citi View,London,Accessible Studio,1,10,2026-07-13T18:55:35Z,5339,Paddington Citi View - Accessible Studio - 25/26 - 28/02 - 11wk 2026,2025 / 2026,350,true,Enabled,https://prestigestudentliving.com/contact-citi-view,2026-02-28,2026-05-16,11,0,https://prestige.hfs.bookings.basepms.com/?city=London&property=Paddington+Citi+View&roomType=Accessible+Studio&tenancyLength=11+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:17.000000Z,
Prestige Student Living,Paddington Citi View,London,Bronze Studio,2,10,2026-07-13T18:55:35Z,5333,Paddington Citi View - Bronze Studio - 25/26 - 28/02 - 29wk 2026,2025 / 2026,530,true,Enabled,https://prestigestudentliving.com/contact-citi-view,2026-02-28,2026-09-19,29,10,https://prestige.hfs.bookings.basepms.com/?city=London&property=Paddington+Citi+View&roomType=Bronze+Studio&tenancyLength=29+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:20.000000Z,
Prestige Student Living,Paddington Citi View,London,Bronze Studio,2,10,2026-07-13T18:55:35Z,5338,Paddington Citi View - Bronze Studio - 25/26 - 28/02 - 19wk 2026,2025 / 2026,540,true,Enabled,https://prestigestudentliving.com/contact-citi-view,2026-02-28,2026-07-11,19,0,https://prestige.hfs.bookings.basepms.com/?city=London&property=Paddington+Citi+View&roomType=Bronze+Studio&tenancyLength=19+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:17.000000Z,
Prestige Student Living,Paddington Citi View,London,Gold Plus Studio (Balcony),1,,2026-07-13T18:55:35Z,5345,Paddington Citi View - Gold Plus Studio (Balcony) - 25/26 - 28/02 - 15wk 2026,2025 / 2026,595,true,,,2026-02-28,2026-06-13,15,0,https://prestige.hfs.bookings.basepms.com/?city=London&property=Paddington+Citi+View&roomType=Gold+Plus+Studio+%28Balcony%29&tenancyLength=15+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:17.000000Z,
Prestige Student Living,Paddington Citi View,London,Gold Studio,1,10,2026-07-13T18:55:35Z,5332,Paddington Citi View - Gold Studio - 25/26 - 28/02 - 19wk 2026,2025 / 2026,560,true,Enabled,https://prestigestudentliving.com/contact-citi-view,2026-02-28,2026-07-11,19,0,https://prestige.hfs.bookings.basepms.com/?city=London&property=Paddington+Citi+View&roomType=Gold+Studio&tenancyLength=19+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:17.000000Z,
Prestige Student Living,Paddington Citi View,London,Large Bronze Studio,1,10,2026-07-13T18:55:35Z,5342,Paddington Citi View - Large Bronze Studio - 25/26 - 28/02 - 29wk 2026,2025 / 2026,550,true,Disabled,-,2026-02-28,2026-09-19,29,10,https://prestige.hfs.bookings.basepms.com/?city=London&property=Paddington+Citi+View&roomType=Large+Bronze+Studio&tenancyLength=29+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:20.000000Z,
Prestige Student Living,Paddington Citi View,London,Large Gold Studio,1,10,2026-07-13T18:55:35Z,5334,Paddington Citi View - Large Gold Studio - 25/26 - 28/02 - 14wk 2026,2025 / 2026,655,true,Enabled,https://prestigestudentliving.com/contact-citi-view,2026-02-28,2026-06-06,14,0,https://prestige.hfs.bookings.basepms.com/?city=London&property=Paddington+Citi+View&roomType=Large+Gold+Studio&tenancyLength=14+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:17.000000Z,
Prestige Student Living,Paddington Citi View,London,Large Silver Studio,1,10,2026-07-13T18:55:35Z,5344,Paddington Citi View - Large Silver Studio - 25/26 - 28/02 - 18wk 2026,2025 / 2026,650,true,Enabled,https://prestigestudentliving.com/contact-citi-view,2026-02-28,2026-07-04,18,0,https://prestige.hfs.bookings.basepms.com/?city=London&property=Paddington+Citi+View&roomType=Large+Silver+Studio&tenancyLength=18+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:17.000000Z,
Prestige Student Living,Paddington Citi View,London,Silver Plus Studio (Balcony),1,,2026-07-13T18:55:35Z,5343,Paddington Citi View - Silver Plus Studio (Balcony) - 25/26 - 28/02 - 8wk 2026,2025 / 2026,585,true,,,2026-02-28,2026-04-25,8,0,https://prestige.hfs.bookings.basepms.com/?city=London&property=Paddington+Citi+View&roomType=Silver+Plus+Studio+%28Balcony%29&tenancyLength=8+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:20.000000Z,
Prestige Student Living,Paddington Citi View,London,Silver Studio,2,10,2026-07-13T18:55:35Z,5340,Paddington Citi View - Silver Studio - 25/26 - 28/02 - 19wk 2026,2025 / 2026,550,true,Enabled,https://prestigestudentliving.com/contact-citi-view,2026-02-28,2026-07-11,19,0,https://prestige.hfs.bookings.basepms.com/?city=London&property=Paddington+Citi+View&roomType=Silver+Studio&tenancyLength=19+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:17.000000Z,
Prestige Student Living,Paddington Citi View,London,Silver Studio,2,10,2026-07-13T18:55:35Z,5341,Paddington Citi View - Silver Studio - 25/26 - 28/02 - 29wk 2026,2025 / 2026,540,true,Enabled,https://prestigestudentliving.com/contact-citi-view,2026-02-28,2026-09-19,29,10,https://prestige.hfs.bookings.basepms.com/?city=London&property=Paddington+Citi+View&roomType=Silver+Studio&tenancyLength=29+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:20.000000Z,
Prestige Student Living,Paddington Citi View,London,Twin Bed Studio,3,10,2026-07-13T18:55:35Z,5335,Paddington Citi View - Twin Bed Studio - 25/26 - 28/02 - 19wk 2026,2025 / 2026,350,true,Enabled,https://prestigestudentliving.com/contact-citi-view,2026-02-28,2026-07-11,19,0,https://prestige.hfs.bookings.basepms.com/?city=London&property=Paddington+Citi+View&roomType=Twin+Bed+Studio&tenancyLength=19+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:17.000000Z,
Prestige Student Living,Paddington Citi View,London,Twin Bed Studio,3,10,2026-07-13T18:55:35Z,5336,Paddington Citi View - Twin Bed Studio - 25/26 - 28/02 - 29wk 2026,2025 / 2026,350,true,Enabled,https://prestigestudentliving.com/contact-citi-view,2026-02-28,2026-09-19,29,10,https://prestige.hfs.bookings.basepms.com/?city=London&property=Paddington+Citi+View&roomType=Twin+Bed+Studio&tenancyLength=29+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:20.000000Z,
Prestige Student Living,Paddington Citi View,London,Twin Bed Studio,3,10,2026-07-13T18:55:35Z,5337,Paddington Citi View - Twin Bed Studio - 25/26 - 28/02 - 7wk 2026,2025 / 2026,350,true,Enabled,https://prestigestudentliving.com/contact-citi-view,2026-02-28,2026-04-18,7,0,https://prestige.hfs.bookings.basepms.com/?city=London&property=Paddington+Citi+View&roomType=Twin+Bed+Studio&tenancyLength=7+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:20.000000Z,
Homes for Students,Paddington Park House,Liverpool,Classic Ensuite,2,10,2026-07-13T18:55:35Z,2534,Paddington Park House - Classic Ensuite - 26/27 - 05/09 - 44wk 2026,2026 / 2027,140,true,Enabled,-,2026-09-05,2027-07-10,44,44,https://hfs.bookings.basepms.com/?city=Liverpool&property=Paddington+Park+House&roomType=Classic+Ensuite&tenancyLength=44+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:24.000000Z,
Homes for Students,Paddington Park House,Liverpool,Classic Ensuite,2,10,2026-07-13T18:55:35Z,2535,Paddington Park House - Classic Ensuite - 26/27 - 05/09 - 51wk 2026,2026 / 2027,129,true,Enabled,-,2026-09-05,2027-08-28,51,51,https://hfs.bookings.basepms.com/?city=Liverpool&property=Paddington+Park+House&roomType=Classic+Ensuite&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:25.000000Z,
Homes for Students,Paddington Park House,Liverpool,Classic Plus Ensuite,2,10,2026-07-13T18:55:35Z,2538,Paddington Park House - Classic Plus Ensuite - 26/27 - 05/09 - 44wk 2026,2026 / 2027,145,true,Enabled,-,2026-09-05,2027-07-10,44,44,https://hfs.bookings.basepms.com/?city=Liverpool&property=Paddington+Park+House&roomType=Classic+Plus+Ensuite&tenancyLength=44+weeks&academicYear=2026+%2F+2027,2026-03-01T16:30:22.000000Z,
Homes for Students,Paddington Park House,Liverpool,Classic Plus Ensuite,2,10,2026-07-13T18:55:35Z,2540,Paddington Park House - Classic Plus Ensuite - 26/27 - 05/09 - 51wk 2026,2026 / 2027,135,true,Enabled,-,2026-09-05,2027-08-28,51,51,https://hfs.bookings.basepms.com/?city=Liverpool&property=Paddington+Park+House&roomType=Classic+Plus+Ensuite&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-03-01T16:30:22.000000Z,
Homes for Students,Paddington Park House,Liverpool,Premium Ensuite,1,1,2026-07-13T18:55:35Z,2536,Paddington Park House - Premium Ensuite - 25/26 - 28/02 - 19wk 2026,2025 / 2026,119,true,Disabled,-,2026-02-28,2026-07-11,19,0,https://hfs.bookings.basepms.com/?city=Liverpool&property=Paddington+Park+House&roomType=Premium+Ensuite&tenancyLength=19+weeks&academicYear=2025+%2F+2026,2026-03-01T16:30:22.000000Z,
Homes for Students,Paddington Park House,Liverpool,Premium Ensuite,1,1,2026-07-13T18:55:35Z,2537,Paddington Park House - Premium Ensuite - 25/26 - 28/02 - 26wk 2026,2025 / 2026,0,false,Disabled,-,2026-02-28,2026-08-29,26,7,https://hfs.bookings.basepms.com/?city=Liverpool&property=Paddington+Park+House&roomType=Premium+Ensuite&tenancyLength=26+weeks&academicYear=2025+%2F+2026,2026-03-01T16:30:22.000000Z,
Homes for Students,Paddington Park House,Liverpool,Premium Ensuite,1,1,2026-07-13T18:55:35Z,2546,Paddington Park House - Premium Ensuite - 26/27 - 05/09 - 51wk 2026,2026 / 2027,0,false,Disabled,-,2026-09-05,2027-08-28,51,51,https://hfs.bookings.basepms.com/?city=Liverpool&property=Paddington+Park+House&roomType=Premium+Ensuite&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:25.000000Z,
Homes for Students,Paddington Park House,Liverpool,Premium Ensuite,1,1,2026-07-13T18:55:35Z,9023,Paddington Park House - Premium Ensuite - 25/26 - 06/09 - 44wk 2025,2025 / 2026,135,false,Disabled,-,2025-09-06,2026-07-11,44,0,https://hfs.bookings.basepms.com/?city=Liverpool&property=Paddington+Park+House&roomType=Premium+Ensuite&tenancyLength=44+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:32.000000Z,
Homes for Students,Paddington Park House,Liverpool,Standard Ensuite,0,0,2026-07-13T18:55:35Z,2544,Paddington Park House - Standard Ensuite - 26/27 - 05/09 - 44wk 2026,2026 / 2027,0,false,Disabled,-,2026-09-05,2027-07-10,44,44,https://hfs.bookings.basepms.com/?city=Liverpool&property=Paddington+Park+House&roomType=Standard+Ensuite&tenancyLength=44+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:24.000000Z,
Homes for Students,Paddington Park House,Liverpool,Standard Ensuite,0,0,2026-07-13T18:55:35Z,2545,Paddington Park House - Standard Ensuite - 26/27 - 05/09 - 51wk 2026,2026 / 2027,115,false,Disabled,-,2026-09-05,2027-08-28,51,51,https://hfs.bookings.basepms.com/?city=Liverpool&property=Paddington+Park+House&roomType=Standard+Ensuite&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:24.000000Z,
Homes for Students,Palamon Court,Canterbury,Cathedral View,1,1,2026-07-13T18:55:35Z,8346,Palamon Court - Cathedral View - 26/27 - 05/09 - 51wk 2026,2026 / 2027,310,true,Enabled,-,2026-09-05,2027-08-28,51,51,https://hfs.bookings.basepms.com/?city=Canterbury&property=Palamon+Court&roomType=Cathedral+View&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:31.000000Z,
Homes for Students,Palamon Court,Canterbury,Club Ensuite,5,10,2026-07-13T18:55:35Z,8698,Palamon Court - Club Ensuite - 25/26 - 05/09 - 44wk 2025,2025 / 2026,182,true,Disabled,-,2025-09-05,2026-07-10,44,0,https://hfs.bookings.basepms.com/?city=Canterbury&property=Palamon+Court&roomType=Club+Ensuite&tenancyLength=44+weeks&academicYear=2025+%2F+2026,2026-06-24T10:06:31.000000Z,
Homes for Students,Palamon Court,Canterbury,Club Ensuite,5,10,2026-07-13T18:55:35Z,9801,Palomon Court - Club Ensuite - 26/27 - 05/09 - 51wk 2026,2026 / 2027,182,true,Enabled,-,2026-09-05,2027-08-28,51,51,https://hfs.bookings.basepms.com/?city=Canterbury&property=Palamon+Court&roomType=Club+Ensuite&tenancyLength=51+weeks&academicYear=2026+%2F+2027,2026-07-01T14:35:57.000000Z,
Homes for Students,Palamon Court,Canterbury,Club Ensuite,5,10,2026-07-13T18:55:35Z,8348,Palamon Court - Club Ensuite - 26/27 - 05/09 - 40wk 2026,2026 / 2027,203,true,Enabled,-,2026-09-05,2027-06-12,40,40,https://hfs.bookings.basepms.com/?city=Canterbury&property=Palamon+Court&roomType=Club+Ensuite&tenancyLength=40+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:31.000000Z,
Homes for Students,Palamon Court,Canterbury,Club Ensuite,5,10,2026-07-13T18:55:35Z,8350,Palamon Court - Club Ensuite - 26/27 - 05/09 - 44wk 2026,2026 / 2027,192,true,Enabled,-,2026-09-05,2027-07-10,44,44,https://hfs.bookings.basepms.com/?city=Canterbury&property=Palamon+Court&roomType=Club+Ensuite&tenancyLength=44+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:31.000000Z,
Homes for Students,Palamon Court,Canterbury,Club Ensuite,5,10,2026-07-13T18:55:35Z,8351,Palamon Court - Club Ensuite - 26/27 - 05/09 - 48wk 2026,2026 / 2027,187,true,Enabled,-,2026-09-05,2027-08-07,48,48,https://hfs.bookings.basepms.com/?city=Canterbury&property=Palamon+Court&roomType=Club+Ensuite&tenancyLength=48+weeks&academicYear=2026+%2F+2027,2026-06-24T10:06:31.000000Z,
